user_id,age_bucket,income_bucket,cibil_score,employment_type,payment_streak,utilization_ratio,spending_category,account_age_months,delinquency_count,transaction_frequency,risk_tier,initial_credit_limit
USER_05012,36-50,high,731,salaried,20,0.5508,essentials,74,0,23,Near-Prime,114016.73
USER_05013,18-25,mid,859,salaried,30,0.2857,mixed,118,0,20,Prime,341897.45
USER_05014,18-25,low,605,gig,20,0.148,mixed,33,0,21,Subprime,36369.75
USER_05015,26-35,mid,887,salaried,36,0.3427,mixed,86,0,18,Prime,265530.57
USER_05016,26-35,high,773,salaried,31,0.5045,mixed,107,1,24,Prime,406275.12
USER_05017,36-50,low,682,gig,15,0.4881,essentials,18,0,9,Near-Prime,86697.96
USER_05018,18-25,mid,697,salaried,22,0.2641,lifestyle,29,1,27,Near-Prime,110686.15
USER_05019,26-35,mid,726,self_employed,24,0.2487,mixed,10,0,13,Near-Prime,82195.28
USER_05020,36-50,low,682,salaried,22,0.4256,lifestyle,8,0,18,Near-Prime,64443.93
USER_05021,51+,mid,365,salaried,1,0.2302,mixed,46,2,13,Deep-Subprime,24491.75
USER_05022,36-50,low,581,self_employed,12,0.1095,mixed,47,5,8,Subprime,33281.01
USER_05023,18-25,low,580,self_employed,6,0.7872,essentials,60,4,21,Subprime,30494.57
USER_05024,26-35,low,711,gig,13,0.3773,essentials,47,3,29,Near-Prime,83316.99
USER_05025,26-35,low,673,salaried,16,0.5052,essentials,53,1,32,Near-Prime,96710.36
USER_05026,51+,mid,697,self_employed,32,0.5481,lifestyle,85,0,24,Near-Prime,104778.37
USER_05027,36-50,low,669,salaried,23,0.6382,essentials,61,5,28,Near-Prime,73017.09
USER_05028,26-35,low,792,student,5,0.3545,essentials,17,0,11,Prime,124771.66
USER_05029,26-35,low,678,salaried,10,0.6586,essentials,54,2,26,Near-Prime,83129.87
USER_05030,26-35,high,894,salaried,19,0.4604,mixed,106,2,36,Prime,392089.33
USER_05031,36-50,mid,842,salaried,20,0.2111,essentials,89,1,14,Prime,238315.39
USER_05032,36-50,high,617,salaried,20,0.4668,lifestyle,41,1,23,Subprime,56979.88
USER_05033,36-50,high,873,salaried,29,0.4181,mixed,61,0,18,Prime,361780.43
USER_05034,26-35,mid,713,salaried,22,0.2689,essentials,60,0,21,Near-Prime,110668.2
USER_05035,36-50,mid,716,salaried,31,0.4839,essentials,94,0,17,Near-Prime,99516.13
USER_05036,26-35,mid,764,salaried,21,0.2315,lifestyle,119,2,28,Prime,267447.86
USER_05037,36-50,low,628,self_employed,15,0.7176,lifestyle,43,3,12,Subprime,39572.1
USER_05038,26-35,mid,886,salaried,33,0.3409,essentials,104,0,24,Prime,278650.31
USER_05039,26-35,low,606,salaried,18,0.4233,mixed,19,0,15,Subprime,41731.98
USER_05040,26-35,low,582,gig,6,0.6035,essentials,28,0,19,Subprime,40673.78
USER_05041,36-50,low,871,student,13,0.4357,mixed,14,0,40,Prime,207095.45
USER_05042,51+,high,787,self_employed,22,0.259,mixed,108,0,23,Prime,313232.27
USER_05043,26-35,mid,854,gig,23,0.177,lifestyle,60,0,23,Prime,388392.24
USER_05044,26-35,mid,793,salaried,29,0.1224,essentials,92,0,28,Prime,257419.67
USER_05045,26-35,very_high,900,salaried,32,0.3656,mixed,42,0,16,Prime,429382.25
USER_05046,51+,high,593,self_employed,10,0.3433,mixed,18,3,13,Deep-Subprime,31472.89
USER_05047,26-35,mid,757,salaried,32,0.2823,essentials,20,0,17,Prime,262692.74
USER_05048,51+,mid,621,salaried,10,0.424,essentials,31,3,5,Subprime,53587.76
USER_05049,36-50,high,779,salaried,20,0.096,lifestyle,88,0,17,Prime,352651.09
USER_05050,26-35,low,504,gig,10,0.1462,mixed,41,4,18,Deep-Subprime,22196.42
USER_05051,26-35,mid,842,salaried,23,0.4547,mixed,120,0,13,Prime,299267.83
USER_05052,36-50,mid,732,salaried,29,0.4418,lifestyle,42,1,13,Near-Prime,89733.8
USER_05053,18-25,mid,692,salaried,23,0.5367,mixed,82,0,30,Near-Prime,101549.04
USER_05054,26-35,high,895,salaried,27,0.3028,lifestyle,61,0,24,Prime,330804.23
USER_05055,18-25,low,653,gig,13,0.4858,mixed,10,1,19,Subprime,33647.15
USER_05056,36-50,mid,771,salaried,30,0.1466,essentials,86,0,10,Prime,310632.78
USER_05057,18-25,high,749,gig,17,0.6588,lifestyle,36,0,16,Near-Prime,92087.03
USER_05058,36-50,mid,744,self_employed,20,0.6871,mixed,19,0,25,Near-Prime,96081.47
USER_05059,36-50,high,742,salaried,25,0.1261,mixed,90,0,16,Near-Prime,132138.19
USER_05060,51+,low,827,student,6,0.6574,essentials,3,0,31,Prime,192293.24
USER_05061,26-35,mid,821,salaried,24,0.2967,lifestyle,89,0,33,Prime,190415.05
USER_05062,36-50,mid,861,self_employed,28,0.2636,essentials,93,0,15,Prime,266365.8
USER_05063,36-50,mid,752,salaried,32,0.4986,lifestyle,106,0,40,Prime,318026.87
USER_05064,36-50,mid,884,gig,32,0.4063,essentials,27,0,22,Prime,255071.03
USER_05065,51+,very_high,535,salaried,6,0.8174,mixed,36,5,3,Deep-Subprime,35154.49
USER_05066,26-35,low,687,salaried,30,0.4816,lifestyle,64,0,24,Near-Prime,72967.45
USER_05067,26-35,mid,680,self_employed,12,0.816,mixed,82,4,28,Near-Prime,87442.69
USER_05068,36-50,mid,837,salaried,23,0.37,essentials,33,1,22,Prime,330760.39
USER_05069,51+,mid,854,self_employed,21,0.423,lifestyle,89,0,25,Prime,273964.43
USER_05070,18-25,low,700,salaried,23,0.7544,mixed,26,0,24,Near-Prime,81117.45
USER_05071,36-50,high,838,salaried,23,0.2874,lifestyle,48,0,23,Prime,335388.91
USER_05072,51+,very_high,873,salaried,36,0.1791,essentials,108,1,20,Prime,500000.0
USER_05073,18-25,low,723,salaried,25,0.5052,essentials,95,1,18,Near-Prime,82820.54
USER_05074,36-50,mid,735,gig,16,0.491,lifestyle,28,5,29,Near-Prime,88840.49
USER_05075,36-50,low,395,salaried,3,0.4179,essentials,12,0,13,Deep-Subprime,14289.62
USER_05076,26-35,mid,770,salaried,21,0.2679,mixed,36,0,25,Prime,369423.66
USER_05077,36-50,very_high,761,self_employed,29,0.5009,lifestyle,15,0,28,Near-Prime,136235.56
USER_05078,26-35,very_high,827,salaried,25,0.2646,lifestyle,63,0,35,Prime,500000.0
USER_05079,18-25,low,780,self_employed,24,0.4338,essentials,38,0,18,Prime,180569.97
USER_05080,36-50,high,640,salaried,11,0.4876,mixed,59,1,7,Subprime,53520.13
USER_05081,51+,high,887,salaried,29,0.5655,essentials,64,0,24,Prime,265152.28
USER_05082,26-35,mid,682,salaried,12,0.1266,lifestyle,43,2,26,Near-Prime,97178.42
USER_05083,36-50,mid,702,salaried,14,0.2454,mixed,52,2,29,Near-Prime,114375.79
USER_05084,18-25,high,836,salaried,33,0.2079,lifestyle,36,0,25,Prime,420078.18
USER_05085,18-25,mid,556,salaried,9,0.3873,lifestyle,42,4,20,Deep-Subprime,20306.18
USER_05086,36-50,low,719,salaried,20,0.659,essentials,96,0,10,Near-Prime,71578.21
USER_05087,36-50,very_high,629,salaried,19,0.3015,lifestyle,59,2,19,Subprime,73467.87
USER_05088,26-35,low,692,salaried,9,0.1647,lifestyle,24,0,31,Near-Prime,56083.9
USER_05089,26-35,low,468,student,10,0.6485,mixed,10,4,8,Deep-Subprime,16881.23
USER_05090,51+,low,789,student,3,0.3953,essentials,8,0,24,Prime,186866.72
USER_05091,26-35,high,716,salaried,17,0.7864,lifestyle,67,1,17,Near-Prime,122414.73
USER_05092,51+,low,647,gig,11,0.5094,essentials,36,1,10,Subprime,31207.53
USER_05093,26-35,high,882,salaried,23,0.3941,mixed,38,0,36,Prime,416807.89
USER_05094,51+,mid,829,salaried,25,0.3281,mixed,53,0,22,Prime,303033.5
USER_05095,18-25,low,415,self_employed,2,0.4846,essentials,1,2,14,Deep-Subprime,13167.3
USER_05096,36-50,mid,739,gig,16,0.2761,essentials,15,1,22,Near-Prime,104993.12
USER_05097,26-35,high,746,self_employed,22,0.8289,mixed,89,1,11,Near-Prime,104929.56
USER_05098,36-50,high,700,self_employed,21,0.4362,lifestyle,75,0,31,Near-Prime,126975.32
USER_05099,18-25,high,659,gig,6,0.726,lifestyle,15,1,27,Subprime,53279.71
USER_05100,18-25,low,636,gig,4,0.3116,lifestyle,21,0,9,Subprime,35106.61
USER_05101,26-35,low,702,salaried,29,0.5159,essentials,50,0,17,Near-Prime,61044.83
USER_05102,36-50,high,820,gig,29,0.2786,essentials,41,0,25,Prime,319725.24
USER_05103,51+,mid,779,salaried,31,0.2958,essentials,52,0,30,Prime,329145.6
USER_05104,51+,mid,737,gig,32,0.2106,mixed,28,1,28,Near-Prime,102332.09
USER_05105,36-50,high,628,salaried,12,0.4633,essentials,53,2,20,Subprime,67336.71
USER_05106,51+,low,684,salaried,18,0.3273,essentials,62,0,13,Near-Prime,77579.41
USER_05107,36-50,mid,870,salaried,36,0.4359,mixed,81,1,20,Prime,353234.51
USER_05108,36-50,very_high,854,self_employed,19,0.5081,essentials,77,0,23,Prime,477871.84
USER_05109,26-35,low,704,salaried,9,0.4323,essentials,9,1,8,Near-Prime,77650.34
USER_05110,36-50,low,629,gig,11,0.8473,essentials,42,1,12,Subprime,37154.9
USER_05111,26-35,high,813,salaried,29,0.293,mixed,90,2,32,Prime,423981.09
USER_05112,36-50,mid,715,salaried,22,0.3244,essentials,70,5,17,Near-Prime,88783.81
USER_05113,26-35,mid,656,salaried,16,0.6691,lifestyle,67,3,29,Subprime,36666.91
USER_05114,18-25,mid,374,gig,2,0.6719,mixed,5,4,2,Deep-Subprime,21391.9
USER_05115,36-50,very_high,808,salaried,29,0.2252,lifestyle,63,0,37,Prime,412115.17
USER_05116,26-35,low,549,gig,3,0.7713,mixed,14,4,3,Deep-Subprime,19146.45
USER_05117,51+,high,749,self_employed,14,0.3459,mixed,63,0,20,Near-Prime,133608.0
USER_05118,18-25,mid,652,student,11,0.6422,essentials,10,1,19,Subprime,43638.97
USER_05119,51+,mid,808,salaried,29,0.4844,lifestyle,116,0,21,Prime,343346.02
USER_05120,26-35,mid,731,gig,26,0.3439,mixed,69,0,13,Near-Prime,95734.5
USER_05121,26-35,mid,694,salaried,12,0.115,essentials,29,4,19,Near-Prime,84817.66
USER_05122,26-35,high,885,self_employed,25,0.2947,lifestyle,36,0,15,Prime,384840.54
USER_05123,26-35,mid,746,salaried,16,0.426,mixed,18,1,27,Near-Prime,101314.09
USER_05124,36-50,low,665,self_employed,27,0.5054,mixed,33,0,30,Near-Prime,79903.16
USER_05125,18-25,mid,739,salaried,20,0.3659,lifestyle,38,1,18,Near-Prime,111381.37
USER_05126,36-50,mid,752,salaried,20,0.2667,mixed,32,0,37,Prime,308362.97
USER_05127,26-35,mid,719,student,0,0.6286,mixed,5,0,18,Near-Prime,82057.88
USER_05128,26-35,mid,783,salaried,23,0.3215,mixed,48,0,33,Prime,341016.18
USER_05129,36-50,mid,409,salaried,10,0.6891,essentials,24,5,10,Deep-Subprime,25643.46
USER_05130,36-50,low,317,student,6,0.8641,mixed,1,3,10,Deep-Subprime,14798.87
USER_05131,51+,high,804,salaried,33,0.3266,lifestyle,54,0,40,Prime,402752.23
USER_05132,51+,very_high,884,salaried,21,0.0955,lifestyle,36,2,30,Prime,415829.74
USER_05133,26-35,mid,784,salaried,26,0.3629,mixed,37,0,18,Prime,276621.97
USER_05134,36-50,mid,727,salaried,19,0.043,essentials,60,4,21,Near-Prime,112482.92
USER_05135,26-35,low,613,gig,13,0.8341,essentials,34,0,21,Subprime,31798.69
USER_05136,36-50,low,699,salaried,9,0.2047,mixed,84,0,19,Near-Prime,73190.91
USER_05137,26-35,high,797,salaried,34,0.1638,mixed,111,0,16,Prime,316393.03
USER_05138,51+,mid,842,salaried,23,0.4085,lifestyle,58,0,27,Prime,347734.53
USER_05139,26-35,mid,842,gig,18,0.5728,essentials,89,2,15,Prime,319340.89
USER_05140,51+,mid,588,salaried,13,0.6321,mixed,6,0,9,Subprime,48112.79
USER_05141,36-50,mid,680,salaried,22,0.8629,essentials,53,2,19,Near-Prime,83431.19
USER_05142,26-35,high,725,salaried,20,0.3949,mixed,96,3,17,Near-Prime,129503.42
USER_05143,26-35,high,780,salaried,35,0.2553,lifestyle,41,0,27,Prime,387503.84
USER_05144,18-25,low,483,student,9,0.7475,mixed,19,5,16,Deep-Subprime,19802.78
USER_05145,51+,low,770,salaried,35,0.3829,essentials,120,0,13,Prime,318288.25
USER_05146,26-35,mid,622,salaried,7,0.2469,mixed,7,3,22,Subprime,43232.19
USER_05147,36-50,low,601,gig,20,0.4142,lifestyle,22,3,17,Subprime,35145.92
USER_05148,18-25,low,731,salaried,23,0.6034,essentials,47,1,23,Near-Prime,62767.74
USER_05149,18-25,mid,580,gig,5,0.3864,lifestyle,44,1,23,Subprime,44286.33
USER_05150,18-25,high,767,salaried,21,0.3072,lifestyle,83,1,14,Prime,386833.18
USER_05151,18-25,low,674,salaried,18,0.3857,essentials,15,2,19,Near-Prime,98970.58
USER_05152,26-35,high,862,salaried,32,0.3831,lifestyle,55,3,40,Prime,283753.98
USER_05153,51+,mid,708,gig,23,0.4247,lifestyle,57,2,26,Near-Prime,92328.4
USER_05154,36-50,mid,892,salaried,24,0.3836,essentials,106,0,21,Prime,307751.1
USER_05155,26-35,very_high,864,salaried,19,0.0361,mixed,117,2,23,Prime,500000.0
USER_05156,51+,mid,804,self_employed,32,0.4376,essentials,104,0,19,Prime,259392.32
USER_05157,26-35,low,862,self_employed,19,0.392,mixed,92,1,37,Prime,308563.71
USER_05158,26-35,low,696,salaried,10,0.6563,essentials,18,0,28,Near-Prime,76753.86
USER_05159,51+,high,742,self_employed,24,0.2593,mixed,82,0,17,Near-Prime,116347.56
USER_05160,26-35,mid,847,salaried,26,0.2329,lifestyle,84,0,25,Prime,252582.99
USER_05161,26-35,low,452,self_employed,7,0.4331,essentials,23,1,7,Deep-Subprime,15698.35
USER_05162,18-25,mid,470,student,1,0.5426,essentials,3,0,5,Deep-Subprime,21071.18
USER_05163,18-25,mid,840,salaried,23,0.2549,essentials,22,0,30,Prime,317309.56
USER_05164,18-25,mid,703,salaried,29,0.25,lifestyle,50,0,16,Near-Prime,130604.18
USER_05165,26-35,low,714,salaried,9,0.8458,essentials,38,0,11,Near-Prime,76440.51
USER_05166,18-25,low,620,salaried,11,0.6991,essentials,40,4,22,Subprime,38353.07
USER_05167,36-50,very_high,887,salaried,28,0.3032,mixed,19,0,36,Prime,426416.65
USER_05168,18-25,mid,639,self_employed,19,0.2877,mixed,46,0,24,Subprime,54162.74
USER_05169,51+,high,805,salaried,36,0.1663,lifestyle,120,0,40,Prime,389235.88
USER_05170,26-35,high,871,salaried,24,0.292,mixed,104,0,21,Prime,399545.28
USER_05171,26-35,low,589,self_employed,16,0.3829,mixed,53,2,11,Subprime,30136.29
USER_05172,26-35,low,665,student,4,0.5243,mixed,14,0,29,Near-Prime,84460.39
USER_05173,26-35,mid,611,salaried,14,0.8615,essentials,19,1,4,Subprime,39990.31
USER_05174,36-50,high,818,salaried,24,0.5533,lifestyle,113,0,17,Prime,413856.61
USER_05175,36-50,very_high,854,salaried,36,0.5225,mixed,45,0,37,Prime,492067.55
USER_05176,51+,mid,885,self_employed,36,0.4176,lifestyle,47,0,24,Prime,292757.42
USER_05177,51+,very_high,867,salaried,27,0.3203,lifestyle,45,0,20,Prime,494914.92
USER_05178,36-50,very_high,869,salaried,32,0.2435,lifestyle,59,0,18,Prime,491588.4
USER_05179,18-25,high,711,self_employed,29,0.5046,essentials,71,0,5,Near-Prime,131182.34
USER_05180,26-35,low,711,salaried,29,0.8224,essentials,68,0,13,Near-Prime,65704.13
USER_05181,26-35,mid,703,salaried,12,0.2434,mixed,16,0,15,Near-Prime,101469.76
USER_05182,36-50,very_high,861,salaried,25,0.0855,mixed,66,0,34,Prime,464838.95
USER_05183,36-50,mid,822,salaried,25,0.4418,mixed,51,0,28,Prime,203265.82
USER_05184,26-35,low,704,gig,22,0.4091,lifestyle,79,4,14,Near-Prime,75896.81
USER_05185,36-50,very_high,894,self_employed,23,0.1255,essentials,58,0,11,Prime,430854.61
USER_05186,18-25,low,621,self_employed,12,0.3913,essentials,42,1,17,Subprime,31156.81
USER_05187,18-25,high,842,salaried,18,0.6688,lifestyle,83,0,25,Prime,324453.59
USER_05188,18-25,mid,735,gig,22,0.2165,mixed,18,0,16,Near-Prime,87219.6
USER_05189,18-25,low,649,salaried,7,0.8084,essentials,37,5,15,Subprime,33287.46
USER_05190,51+,low,724,salaried,10,0.292,mixed,27,1,12,Near-Prime,73635.18
USER_05191,26-35,high,704,salaried,13,0.1865,mixed,79,0,32,Near-Prime,107397.53
USER_05192,26-35,mid,697,salaried,21,0.1372,lifestyle,32,0,25,Near-Prime,110139.68
USER_05193,51+,high,870,salaried,25,0.0316,lifestyle,107,0,27,Prime,499750.47
USER_05194,51+,very_high,737,self_employed,10,0.5459,mixed,39,0,12,Near-Prime,133831.68
USER_05195,26-35,mid,631,salaried,14,0.5992,mixed,32,2,20,Subprime,55771.1
USER_05196,26-35,mid,554,student,0,0.572,mixed,9,3,14,Deep-Subprime,24173.53
USER_05197,36-50,high,755,self_employed,11,0.2182,essentials,70,1,8,Near-Prime,108615.75
USER_05198,36-50,mid,790,salaried,21,0.1996,essentials,83,0,15,Prime,334669.32
USER_05199,18-25,low,614,self_employed,17,0.4646,essentials,41,2,2,Subprime,20907.99
USER_05200,26-35,high,710,salaried,30,0.2734,mixed,28,0,30,Near-Prime,120673.99
USER_05201,36-50,high,807,salaried,32,0.3308,lifestyle,72,0,40,Prime,412893.35
USER_05202,26-35,high,875,salaried,22,0.4963,lifestyle,45,0,26,Prime,407292.13
USER_05203,36-50,mid,789,gig,30,0.2424,mixed,27,0,27,Prime,297055.03
USER_05204,36-50,mid,711,salaried,24,0.2948,mixed,71,0,12,Near-Prime,100195.55
USER_05205,36-50,very_high,799,salaried,36,0.5783,mixed,38,0,38,Prime,449964.43
USER_05206,26-35,high,888,gig,24,0.4489,lifestyle,118,0,29,Prime,422163.73
USER_05207,26-35,mid,815,gig,28,0.2925,mixed,120,0,33,Prime,352461.91
USER_05208,18-25,high,388,gig,5,0.0328,mixed,5,2,14,Deep-Subprime,25392.94
USER_05209,26-35,very_high,789,salaried,31,0.3069,lifestyle,58,0,19,Prime,475927.02
USER_05210,51+,low,768,student,8,0.4178,essentials,23,0,18,Prime,250120.26
USER_05211,26-35,high,710,salaried,22,0.3057,mixed,70,0,23,Near-Prime,117947.67
USER_05212,26-35,high,782,salaried,31,0.2691,mixed,45,0,32,Prime,351716.18
USER_05213,51+,low,420,salaried,12,0.5024,essentials,25,0,12,Deep-Subprime,16439.08
USER_05214,51+,low,303,salaried,11,0.5079,essentials,25,3,14,Deep-Subprime,18751.55
USER_05215,36-50,high,745,salaried,16,0.413,lifestyle,59,0,12,Near-Prime,110675.89
USER_05216,26-35,mid,692,gig,20,0.809,essentials,47,0,8,Near-Prime,77036.73
USER_05217,36-50,mid,765,salaried,36,0.4839,mixed,110,0,38,Prime,355634.98
USER_05218,26-35,mid,847,salaried,23,0.2951,essentials,64,0,10,Prime,303646.57
USER_05219,36-50,mid,769,salaried,36,0.4363,mixed,117,0,27,Prime,234731.69
USER_05220,36-50,low,739,salaried,36,0.7577,mixed,20,0,26,Prime,186561.46
USER_05221,18-25,mid,880,gig,19,0.4075,mixed,47,0,12,Prime,352203.05
USER_05222,36-50,mid,690,salaried,28,0.1833,mixed,19,0,23,Near-Prime,91922.8
USER_05223,36-50,low,808,student,10,0.2367,mixed,18,1,22,Prime,230191.12
USER_05224,51+,high,793,salaried,31,0.3584,lifestyle,60,0,20,Prime,361190.23
USER_05225,36-50,mid,749,salaried,25,0.1087,essentials,52,0,30,Near-Prime,50008.96
USER_05226,36-50,very_high,741,salaried,17,0.0304,mixed,41,1,23,Near-Prime,136237.38
USER_05227,51+,mid,884,salaried,36,0.112,lifestyle,67,0,40,Prime,361853.88
USER_05228,26-35,high,859,salaried,28,0.3935,mixed,88,0,21,Prime,377624.44
USER_05229,26-35,high,847,salaried,24,0.7088,mixed,70,0,26,Prime,417509.51
USER_05230,26-35,high,884,salaried,21,0.4108,essentials,81,0,27,Prime,411277.49
USER_05231,51+,mid,603,self_employed,10,0.2402,mixed,65,3,17,Subprime,42552.22
USER_05232,26-35,mid,348,gig,9,0.586,mixed,33,3,4,Deep-Subprime,21079.72
USER_05233,26-35,low,697,self_employed,29,0.08,mixed,45,0,19,Near-Prime,69749.84
USER_05234,18-25,low,667,self_employed,24,0.4656,essentials,71,0,26,Near-Prime,85096.89
USER_05235,36-50,mid,604,self_employed,18,0.423,mixed,50,3,17,Subprime,39500.26
USER_05236,51+,low,694,salaried,19,0.644,mixed,68,0,15,Near-Prime,79585.24
USER_05237,18-25,high,851,salaried,21,0.1921,lifestyle,76,0,40,Prime,265263.38
USER_05238,26-35,low,737,student,9,0.3144,essentials,7,0,37,Prime,166036.46
USER_05239,26-35,low,682,salaried,21,0.1846,essentials,27,0,9,Near-Prime,87216.02
USER_05240,36-50,mid,680,salaried,23,0.5922,lifestyle,90,3,26,Near-Prime,90700.45
USER_05241,26-35,high,819,salaried,19,0.2194,lifestyle,90,0,33,Prime,337481.57
USER_05242,18-25,mid,774,salaried,22,0.4678,mixed,108,0,33,Prime,268546.49
USER_05243,26-35,mid,824,gig,25,0.1839,essentials,45,0,24,Prime,301908.06
USER_05244,36-50,high,857,self_employed,21,0.1806,lifestyle,52,0,29,Prime,327803.59
USER_05245,18-25,low,667,student,1,0.2414,essentials,7,0,13,Near-Prime,82950.56
USER_05246,36-50,mid,734,student,8,0.3282,mixed,1,2,32,Near-Prime,90190.34
USER_05247,26-35,mid,719,salaried,23,0.2325,mixed,82,0,24,Near-Prime,96220.34
USER_05248,36-50,mid,831,gig,23,0.5239,lifestyle,35,1,40,Prime,311930.76
USER_05249,36-50,mid,849,gig,36,0.1604,essentials,85,0,34,Prime,248020.96
USER_05250,36-50,mid,590,salaried,4,0.3533,mixed,59,1,16,Subprime,46413.35
USER_05251,26-35,low,714,salaried,20,0.5181,essentials,11,0,8,Near-Prime,68768.05
USER_05252,51+,high,767,salaried,27,0.1916,lifestyle,54,1,33,Prime,387884.58
USER_05253,26-35,high,899,gig,19,0.5001,mixed,44,0,38,Prime,327241.22
USER_05254,36-50,high,650,salaried,18,0.5144,essentials,34,5,17,Subprime,51482.69
USER_05255,51+,low,645,salaried,4,0.9458,essentials,57,4,14,Subprime,35352.56
USER_05256,26-35,low,609,salaried,9,0.2804,mixed,49,2,5,Subprime,36170.07
USER_05257,36-50,low,724,salaried,30,0.8423,essentials,49,0,12,Near-Prime,93636.59
USER_05258,51+,mid,710,gig,27,0.1782,mixed,61,0,18,Near-Prime,106376.31
USER_05259,18-25,high,723,salaried,28,0.2897,essentials,86,0,18,Near-Prime,126034.34
USER_05260,36-50,mid,897,salaried,36,0.4103,mixed,110,0,19,Prime,292538.57
USER_05261,51+,mid,718,gig,19,0.4299,mixed,25,1,28,Near-Prime,81267.96
USER_05262,26-35,high,730,salaried,10,0.4317,essentials,56,1,31,Near-Prime,133471.33
USER_05263,18-25,high,793,salaried,28,0.1833,mixed,102,0,39,Prime,320779.19
USER_05264,18-25,mid,625,salaried,12,0.7141,lifestyle,18,1,16,Subprime,53477.3
USER_05265,36-50,low,814,salaried,26,0.2576,lifestyle,33,1,22,Prime,197593.18
USER_05266,51+,low,737,gig,29,0.6111,mixed,84,0,30,Prime,266053.8
USER_05267,51+,low,778,salaried,32,0.1603,essentials,40,0,31,Prime,236172.79
USER_05268,18-25,high,607,gig,10,0.761,mixed,26,0,10,Subprime,59241.19
USER_05269,36-50,mid,331,gig,5,0.6421,mixed,36,2,8,Deep-Subprime,23595.75
USER_05270,18-25,high,754,salaried,23,0.3582,mixed,16,0,10,Near-Prime,112277.94
USER_05271,26-35,low,488,student,3,0.98,mixed,5,5,9,Deep-Subprime,20382.38
USER_05272,51+,high,677,gig,21,0.128,mixed,48,4,4,Subprime,64015.32
USER_05273,36-50,low,642,student,11,0.7183,essentials,10,3,12,Subprime,24975.08
USER_05274,26-35,very_high,652,salaried,4,0.3499,essentials,50,1,15,Subprime,70233.48
USER_05275,26-35,high,829,salaried,34,0.4483,lifestyle,89,0,15,Prime,401975.85
USER_05276,51+,low,572,self_employed,16,0.5116,mixed,23,1,15,Subprime,31800.54
USER_05277,18-25,mid,732,salaried,25,0.1279,mixed,16,2,14,Near-Prime,83947.8
USER_05278,26-35,mid,627,salaried,16,0.5988,mixed,65,0,13,Subprime,51381.51
USER_05279,36-50,high,871,salaried,24,0.1488,mixed,65,0,16,Prime,312914.4
USER_05280,26-35,low,574,salaried,16,0.6338,mixed,24,2,22,Subprime,54189.05
USER_05281,51+,low,372,salaried,11,0.6126,essentials,17,2,9,Deep-Subprime,21519.12
USER_05282,18-25,high,765,self_employed,25,0.2982,mixed,76,0,32,Prime,435204.06
USER_05283,26-35,mid,324,gig,3,0.7741,lifestyle,20,3,14,Deep-Subprime,22632.37
USER_05284,36-50,high,817,salaried,33,0.426,essentials,40,0,16,Prime,433344.33
USER_05285,51+,mid,800,self_employed,20,0.2811,mixed,43,0,21,Prime,355952.72
USER_05286,51+,mid,762,salaried,26,0.2289,essentials,50,0,30,Prime,276131.72
USER_05287,18-25,mid,617,self_employed,20,0.7572,mixed,37,0,5,Subprime,47818.24
USER_05288,36-50,mid,714,gig,20,0.8365,mixed,54,0,16,Near-Prime,84714.82
USER_05289,26-35,mid,864,salaried,33,0.0889,lifestyle,29,0,33,Prime,266576.54
USER_05290,26-35,mid,734,gig,28,0.6867,mixed,20,0,19,Near-Prime,87321.17
USER_05291,26-35,high,803,self_employed,33,0.3039,mixed,73,0,24,Prime,394730.12
USER_05292,36-50,very_high,752,salaried,26,0.0828,mixed,45,0,20,Near-Prime,129695.28
USER_05293,36-50,high,631,gig,15,0.8111,mixed,39,2,19,Subprime,74658.03
USER_05294,18-25,high,754,gig,28,0.3163,essentials,40,0,26,Near-Prime,122338.14
USER_05295,18-25,mid,582,gig,7,0.479,essentials,45,0,11,Subprime,42456.43
USER_05296,26-35,high,716,salaried,19,0.5993,mixed,78,0,13,Near-Prime,118168.95
USER_05297,36-50,low,308,gig,5,0.5144,essentials,15,4,2,Deep-Subprime,16201.82
USER_05298,51+,very_high,780,salaried,36,0.4974,mixed,36,2,24,Prime,475759.85
USER_05299,51+,high,830,salaried,22,0.3914,lifestyle,37,0,28,Prime,370265.75
USER_05300,36-50,mid,750,salaried,29,0.3848,essentials,55,0,34,Prime,320799.45
USER_05301,36-50,mid,720,salaried,17,0.3367,essentials,64,0,16,Near-Prime,120723.5
USER_05302,26-35,mid,681,gig,23,0.6526,essentials,79,0,6,Near-Prime,85246.05
USER_05303,36-50,low,595,salaried,12,0.7852,essentials,40,0,23,Subprime,31637.46
USER_05304,26-35,mid,811,salaried,23,0.383,mixed,33,0,23,Prime,399223.51
USER_05305,36-50,high,877,salaried,23,0.1927,essentials,111,0,38,Prime,394482.8
USER_05306,18-25,low,665,student,2,0.1496,essentials,6,1,19,Near-Prime,62077.84
USER_05307,51+,mid,328,gig,10,0.8338,essentials,15,4,18,Deep-Subprime,23529.83
USER_05308,26-35,mid,865,salaried,20,0.4233,essentials,44,0,34,Prime,241817.09
USER_05309,36-50,high,768,salaried,36,0.503,mixed,90,0,19,Prime,397668.57
USER_05310,26-35,very_high,795,salaried,34,0.2207,lifestyle,63,0,26,Prime,368047.4
USER_05311,26-35,mid,728,student,3,0.4236,essentials,10,2,10,Near-Prime,109630.53
USER_05312,26-35,low,851,student,1,0.6172,essentials,15,0,9,Prime,217471.36
